Pos,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
5,23.0,7.0,0.0,12.7,1.6,2.9,0.55,0.0,0.0,0.0,1.6,2.9,0.55,0.55,0.1,0.7,0.2,1.6,1.4,3.0,0.6,0.1,0.6,0.3,2.9,3.3
3,24.0,10.0,0.0,5.1,0.5,1.4,0.357,0.1,0.3,0.333,0.4,1.1,0.364,0.393,0.0,0.0,0.0,0.2,0.8,1.0,0.0,0.1,0.0,0.2,1.1,1.1
2,32.0,34.0,0.0,25.3,5.8,13.9,0.418,1.3,3.6,0.369,4.5,10.4,0.435,0.465,5.4,5.9,0.901,0.4,2.2,2.6,4.8,0.6,0.1,2.4,0.9,18.3
4,32.0,36.0,36.0,27.1,3.5,8.4,0.422,1.9,4.9,0.383,1.7,3.5,0.476,0.533,0.8,1.2,0.714,0.8,4.7,5.6,1.1,0.8,0.7,0.5,2.3,9.8
5,21.0,16.0,0.0,8.9,1.3,1.8,0.75,0.0,0.0,0.0,1.3,1.8,0.75,0.75,0.4,0.6,0.6,1.1,1.7,2.8,0.1,0.2,1.6,0.4,0.9,3.0
3,24.0,18.0,0.0,15.9,2.2,4.8,0.46,0.8,2.3,0.341,1.4,2.6,0.565,0.54,0.5,0.8,0.6,0.5,2.6,3.1,0.6,0.6,0.4,0.4,1.9,5.7
4,22.0,11.0,0.0,18.5,2.4,4.9,0.481,1.0,2.1,0.478,1.4,2.8,0.484,0.583,0.7,1.4,0.533,1.1,4.4,5.5,1.0,0.4,0.5,0.3,2.0,6.5
4,22.0,32.0,19.0,28.6,4.4,10.6,0.414,1.3,3.5,0.369,3.1,7.1,0.436,0.475,1.5,2.3,0.671,1.0,4.2,5.2,4.0,1.1,0.3,2.1,2.4,11.6
4,23.0,6.0,0.0,6.2,1.5,2.8,0.529,0.3,0.7,0.5,1.2,2.2,0.538,0.588,0.8,1.0,0.833,0.7,2.0,2.7,0.3,0.0,0.0,0.3,0.3,4.2
1,26.0,35.0,2.0,18.2,2.5,5.8,0.426,0.7,2.0,0.329,1.8,3.8,0.478,0.483,0.9,1.0,0.882,0.8,1.7,2.5,2.0,0.8,0.3,0.8,0.9,6.5
4,23.0,21.0,0.0,6.0,0.7,1.7,0.4,0.1,0.7,0.214,0.5,1.0,0.524,0.443,0.4,0.6,0.75,0.4,0.6,1.0,0.4,0.2,0.2,0.3,1.1,1.9
2,33.0,4.0,0.0,9.3,0.8,2.3,0.333,0.8,2.0,0.375,0.0,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.3,0.3,0.5,0.0,0.3,0.5,1.0,2.3
4,30.0,38.0,38.0,30.2,5.3,10.2,0.523,0.3,1.3,0.255,5.0,8.8,0.564,0.54,1.2,2.1,0.577,2.1,3.7,5.8,1.6,1.6,0.5,1.2,2.3,12.2
1,20.0,38.0,38.0,29.4,5.4,13.7,0.392,1.4,4.9,0.282,4.0,8.7,0.455,0.443,3.2,4.0,0.789,0.6,2.3,2.9,7.5,0.8,0.3,4.0,1.6,15.3
5,26.0,35.0,35.0,24.5,3.7,6.6,0.558,0.1,0.5,0.313,3.5,6.1,0.577,0.569,1.8,2.2,0.842,2.1,4.2,6.2,2.1,0.7,0.8,1.3,3.2,9.3
5,22.0,24.0,2.0,10.8,1.5,3.3,0.474,0.0,0.0,0.0,1.5,3.3,0.474,0.474,0.8,1.4,0.606,1.2,2.2,3.4,0.5,0.1,0.3,0.9,1.3,3.9
5,21.0,18.0,5.0,12.9,2.6,4.4,0.595,0.0,0.0,0.0,2.6,4.4,0.595,0.595,0.8,0.8,0.933,1.3,2.5,3.8,0.7,0.2,0.9,0.7,1.8,6.0
